Time_s,Top_C,Bottom_C,Capplate_C,Cylinder_C,Thermalbridge_C,Baseplate_C
262.4356203,126.9,75.5,29.3,33.5,49.4,28.9
263.0434369,127.2,75.3,29.8,33.9,49.4,28
263.6411645,127.4,75.5,29.8,33.9,49.4,28.9
264.260819,127.6,75.3,29.3,33.9,49.1,28.9
264.8747476,127.9,75.5,29.3,33.5,49.6,29.3
265.4859917,128.1,75.3,29.3,33.9,49.6,28.9
266.0935523,128.2,75.3,29.8,33.9,49.6,28.9
266.718337,128.4,75.1,29.3,33.9,49.1,28.9
267.3363176,128.7,75.1,28.9,33.9,49.6,28.9
267.9558268,128.9,75,29.3,33.9,49.4,28.9
268.5735918,129,75.1,29.3,33.9,49.6,28.9
269.1651033,129.4,75.1,29.8,33.9,49.6,28.9
269.773431,129.5,75.1,29.8,33.9,49.6,28.9
270.3754778,129.7,75,29.3,33.5,49.6,28.4
270.966667,129.9,75.3,29.8,33.5,49.9,29.3
271.5472136,130,75,29.3,33.1,49.6,29.3
272.1173359,130.4,75,29.3,33.1,49.9,28.9
272.7360127,130.6,75,28.9,33.1,50.1,28.9
273.3592187,130.7,75.1,29.3,33.5,50.1,28.9
273.9584724,130.9,75.1,28.9,33.5,50.1,28.9
274.5854826,131.1,75,29.8,33.1,50.1,28.9
275.2280666,131.2,75.1,29.3,33.1,50.1,28.9
275.827849,131.4,75.1,28.9,33.1,50.1,29.3
276.4442748,131.4,75.1,29.3,33.5,50.4,29.3
277.043116,131.7,75.1,28.9,33.1,50.6,28.9
277.6402278,131.9,75.1,29.3,33.1,50.6,28.9
278.239346,132.1,75,29.3,33.1,50.1,28.4
278.870107,132.4,75,28.9,33.5,50.6,28.9
279.4969489,132.4,75.1,28.9,33.5,50.9,28.9
280.1166035,132.6,75.1,29.3,32.7,50.4,28.9
280.7147344,132.8,75.1,29.3,33.1,50.9,28.9
281.3552625,133.1,75.1,29.3,33.1,50.6,29.3
281.9925936,132.9,75.1,29.3,33.1,50.6,29.3
282.6047875,133.4,75.1,29.3,33.1,50.9,28.9
283.1947304,133.4,75.1,28.4,32.7,50.6,29.3
283.8130451,133.8,75,28.9,33.1,50.4,28.9
284.4283351,134,74.8,28.9,32.7,50.6,28.9
